1,23.05.2022,108
2,24.05.2022,108
3,23.05.2022,100
4,23.05.2022,78
5,23.05.2022,75
6,23.05.2022,69
7,23.05.2022,69
8,23.05.2022,69
9,20.05.2022,50
10,23.05.2022,48
